package	version	handler	status	local_path	declared_sha256	local_sha256	url	site
file	d1ff3af7a2c6b38bdbdde7af26b59e3c50a48fff	archive	present	sources/file/file-d1ff3af7a2c6b38bdbdde7af26b59e3c50a48fff.tar.gz	acc16f878576ad0bb29bbb7c724e29d2827f14ddb39fe94d76c3a859d4a3d0d9	acc16f878576ad0bb29bbb7c724e29d2827f14ddb39fe94d76c3a859d4a3d0d9	https://github.com/file/file/archive/d1ff3af7a2c6b38bdbdde7af26b59e3c50a48fff.tar.gz	http://www.darwinsys.com/file/
firmware-imx	5.4	archive	missing	sources/firmware-imx/firmware-imx-5.4.bin	c5bd4bff48cce9715a5d6d2c190ff3cd2262c7196f7facb9b0eda231c92cc223		http://www.nxp.com/lgfiles/NMG/MAD/YOCTO/firmware-imx-5.4.bin	http://www.freescale.com
flac	1.4.3	archive	present	sources/flac/flac-1.4.3.tar.xz	6c58e69cd22348f441b861092b825e591d0b822e106de6eb0ee4d05d27205b70	6c58e69cd22348f441b861092b825e591d0b822e106de6eb0ee4d05d27205b70	https://downloads.xiph.org/releases/flac/flac-1.4.3.tar.xz	https://xiph.org/flac/
flashrom	1.1	archive	missing	sources/flashrom/flashrom-1.1.tar.bz2	aeada9c70c22421217c669356180c0deddd0b60876e63d2224e3260b90c14e19		https://download.flashrom.org/releases/flashrom-v1.1.tar.bz2	https://www.flashrom.org/Flashrom
flatbuffers	1.12.0	archive	missing	sources/flatbuffers/flatbuffers-1.12.0.tar.gz	62f2223fb9181d1d6338451375628975775f7522185266cd5296571ac152bc45		https://github.com/google/flatbuffers/archive/v1.12.0.tar.gz	https://github.com/google/flatbuffers
flex	2.6.4	archive	present	sources/flex/flex-2.6.4.tar.gz	e87aae032bf07c26f85ac0ed3250998c37621d95f8bd748b31f15b33c45ee995	e87aae032bf07c26f85ac0ed3250998c37621d95f8bd748b31f15b33c45ee995	https://github.com/westes/flex/releases/download/v2.6.4/flex-2.6.4.tar.gz	https://github.com/westes/flex
fluidsynth	2.3.4	archive	present	sources/fluidsynth/fluidsynth-2.3.4.tar.gz	1529ef5bc3b9ef3adc2a7964505912f7305103e269e50cc0316f500b22053ac9	1529ef5bc3b9ef3adc2a7964505912f7305103e269e50cc0316f500b22053ac9	https://github.com/FluidSynth/fluidsynth/archive/v2.3.4.tar.gz	http://fluidsynth.org/
fluxbox	1.3.7	archive	missing	sources/fluxbox/fluxbox-1.3.7.tar.gz	c99e2baa06fff1e96342b20415059d12ff1fa2917ade0173c75b2fa570295b9f		http://sourceforge.net/projects/fluxbox/files/fluxbox/1.3.7/fluxbox-1.3.7.tar.gz	http://fluxbox.org/
flycast	4a0ace5de2fd07fcf6c8e7d3c7d8f3c48d4d4581	git	present	sources/flycast/flycast-4a0ace5de2fd07fcf6c8e7d3c7d8f3c48d4d4581			https://github.com/flyinghead/flycast.git	https://github.com/flyinghead/flycast
flycast2021	4c293f306bc16a265c2d768af5d0cea138426054	archive	present	sources/flycast2021/flycast2021-4c293f306bc16a265c2d768af5d0cea138426054.tar.gz	7ce0bd97b095907fd4960c771364c549a54547877b5128af42c73a9257fbec6b	7ce0bd97b095907fd4960c771364c549a54547877b5128af42c73a9257fbec6b	https://github.com/libretro/flycast/archive/4c293f306bc16a265c2d768af5d0cea138426054.tar.gz	https://github.com/libretro/flycast
fmsx	9b5cf868825a629cc4c7086768338165d3bbf706	archive	present	sources/fmsx/fmsx-9b5cf868825a629cc4c7086768338165d3bbf706.tar.gz	1bdf4da5d4d355482855ccf66b64afa32f490932d840a2edfb27a700ae1de2e4	1bdf4da5d4d355482855ccf66b64afa32f490932d840a2edfb27a700ae1de2e4	https://github.com/libretro/fmsx-libretro/archive/9b5cf868825a629cc4c7086768338165d3bbf706.tar.gz	https://github.com/libretro/fmsx-libretro
font-bitstream-type1	1.0.3	archive	missing	sources/font-bitstream-type1/font-bitstream-type1-1.0.3.tar.bz2	c6ea0569adad2c577f140328dc3302e729cb1b1ea90cd0025caf380625f8a688		http://xorg.freedesktop.org/archive/individual/font/font-bitstream-type1-1.0.3.tar.bz2	http://www.X.org
font-cursor-misc	1.0.3	archive	missing	sources/font-cursor-misc/font-cursor-misc-1.0.3.tar.bz2	17363eb35eece2e08144da5f060c70103b59d0972b4f4d77fd84c9a7a2dba635		http://xorg.freedesktop.org/archive/individual/font/font-cursor-misc-1.0.3.tar.bz2	http://www.X.org
font-misc-misc	1.1.2	archive	missing	sources/font-misc-misc/font-misc-misc-1.1.2.tar.bz2	b8e77940e4e1769dc47ef1805918d8c9be37c708735832a07204258bacc11794		http://xorg.freedesktop.org/archive/individual/font/font-misc-misc-1.1.2.tar.bz2	http://www.X.org
font-util	1.3.1	archive	missing	sources/font-util/font-util-1.3.1.tar.bz2	aa7ebdb0715106dd255082f2310dbaa2cd7e225957c2a77d719720c7cc92b921		http://xorg.freedesktop.org/archive/individual/font/font-util-1.3.1.tar.bz2	http://www.X.org
font-xfree86-type1	1.0.4	archive	missing	sources/font-xfree86-type1/font-xfree86-type1-1.0.4.tar.bz2	caebf42aec7be7f3bd40e0f232d6f34881b853dc84acfcdf7458358701fbe34a		http://xorg.freedesktop.org/releases/individual/font/font-xfree86-type1-1.0.4.tar.bz2	http://www.X.org
fontconfig	2.13.1	archive	present	sources/fontconfig/fontconfig-2.13.1.tar.gz		9f0d852b39d75fc655f9f53850eb32555394f36104a044bb2b2fc9e66dbbfa7f	http://www.freedesktop.org/software/fontconfig/release/fontconfig-2.13.1.tar.gz	http://www.fontconfig.org
fping	5.0	archive	present	sources/fping/fping-5.0.tar.gz	ed38c0b9b64686a05d1b3bc1d66066114a492e04e44eef1821d43b1263cd57b8	ed38c0b9b64686a05d1b3bc1d66066114a492e04e44eef1821d43b1263cd57b8	http://fping.org/dist/fping-5.0.tar.gz	http://fping.org/
freechaf	630e068c51a8027aa7222dc737575d235b9a75a1	git	present	sources/freechaf/freechaf-630e068c51a8027aa7222dc737575d235b9a75a1			https://github.com/libretro/FreeChaF.git	https://github.com/libretro/FreeChaF
freeimage	3180	archive	present	sources/freeimage/freeimage-3180.zip	f41379682f9ada94ea7b34fe86bf9ee00935a3147be41b6569c9605a53e438fd	f41379682f9ada94ea7b34fe86bf9ee00935a3147be41b6569c9605a53e438fd	https://prdownloads.sourceforge.net/freeimage/FreeImage3180.zip	http://freeimage.sourceforge.net/
freeintv	85bf25a39a34bbc39fe36677175d87c2b597dbe7	archive	present	sources/freeintv/freeintv-85bf25a39a34bbc39fe36677175d87c2b597dbe7.tar.gz	8a5b03c864d5e9066d8349649f444a246a2c55066f8b96051ff57ed739535ae8	8a5b03c864d5e9066d8349649f444a246a2c55066f8b96051ff57ed739535ae8	https://github.com/libretro/FreeIntv/archive/85bf25a39a34bbc39fe36677175d87c2b597dbe7.tar.gz	https://github.com/libretro/FreeIntv
freej2me	8b9bc8a19baf26e3d92f88934a64a32f1cbc2795	archive	present	sources/freej2me/freej2me-8b9bc8a19baf26e3d92f88934a64a32f1cbc2795.tar.gz	cec467023fed435e10fdb64147d962717aa81c0e43170c22cdebeeddcd7e21db	cec467023fed435e10fdb64147d962717aa81c0e43170c22cdebeeddcd7e21db	https://github.com/hex007/freej2me/archive/8b9bc8a19baf26e3d92f88934a64a32f1cbc2795.tar.gz	https://github.com/hex007/freej2me
freetype	2.13.2	archive	present	sources/freetype/freetype-2.13.2.tar.xz	12991c4e55c506dd7f9b765933e62fd2be2e06d421505d7950a132e4f1bb484d	12991c4e55c506dd7f9b765933e62fd2be2e06d421505d7950a132e4f1bb484d	https://download.savannah.gnu.org/releases/freetype/freetype-2.13.2.tar.xz	https://freetype.org
fribidi	1.0.10	archive	present	sources/fribidi/fribidi-1.0.10.tar.xz	7f1c687c7831499bcacae5e8675945a39bacbad16ecaa945e9454a32df653c01	7f1c687c7831499bcacae5e8675945a39bacbad16ecaa945e9454a32df653c01	https://github.com/fribidi/fribidi/releases/download/v1.0.10/fribidi-1.0.10.tar.xz	http://fribidi.freedesktop.org/
ftgl	2.1.2	archive	missing	sources/ftgl/ftgl-2.1.2.tar.gz	0f61d978c28cd5d78daded591f5b03f71248c0a51c7965733e8729c874265f50		https://github.com/AmberELEC/AmberELEC/ftgl-2.1.2.tar.gz	http://sourceforge.net/projects/ftgl/
fuse	2.9.9	archive	missing	sources/fuse/fuse-2.9.9.tar.gz	d0e69d5d608cc22ff4843791ad097f554dd32540ddc9bed7638cc6fea7c1b4b5		https://github.com/libfuse/libfuse/releases/download/fuse-2.9.9/fuse-2.9.9.tar.gz	https://github.com/libfuse/libfuse/
fuse-exfat	66747e2df0771b23ea30cbef3767f2b72488e914	archive	missing	sources/fuse-exfat/fuse-exfat-66747e2df0771b23ea30cbef3767f2b72488e914.tar.gz	c83fedc3deaefde0d9549deb73ffc4b610d29ff23d39e5628114f67d267d0e82		https://github.com/relan/exfat/archive/66747e2df0771b23ea30cbef3767f2b72488e914.tar.gz	https://github.com/relan/exfat
fuse-libretro	847dbbd6f787823ac9a5dfacdd68ab181063374e	archive	present	sources/fuse-libretro/fuse-libretro-847dbbd6f787823ac9a5dfacdd68ab181063374e.tar.gz	87ec7826021704e2aa6f35224f334201d4d6bf56cabd11e5c9ebc6e736360866	87ec7826021704e2aa6f35224f334201d4d6bf56cabd11e5c9ebc6e736360866	https://github.com/libretro/fuse-libretro/archive/847dbbd6f787823ac9a5dfacdd68ab181063374e.tar.gz	https://github.com/libretro/fuse-libretro
gambatte	04486b4846ec45e8a3971f7e52a03d9be7ac5552	archive	present	sources/gambatte/gambatte-04486b4846ec45e8a3971f7e52a03d9be7ac5552.tar.gz	a5b4eb11d9065f2fcd55a8f5109b4ca3b64ce363f9b5927077a6c90a068dd5d4	a5b4eb11d9065f2fcd55a8f5109b4ca3b64ce363f9b5927077a6c90a068dd5d4	https://github.com/libretro/gambatte-libretro/archive/04486b4846ec45e8a3971f7e52a03d9be7ac5552.tar.gz	https://github.com/libretro/gambatte-libretro
gcc	13.2.0	archive	present	sources/gcc/gcc-13.2.0.tar.xz	e275e76442a6067341a27f04c5c6b83d8613144004c0413528863dc6b5c743da	e275e76442a6067341a27f04c5c6b83d8613144004c0413528863dc6b5c743da	https://ftpmirror.gnu.org/gcc/gcc-13.2.0/gcc-13.2.0.tar.xz	https://gcc.gnu.org/
gdb	11.1	archive	present	sources/gdb/gdb-11.1.tar.xz	cccfcc407b20d343fb320d4a9a2110776dd3165118ffd41f4b1b162340333f94	cccfcc407b20d343fb320d4a9a2110776dd3165118ffd41f4b1b162340333f94	http://ftpmirror.gnu.org/gdb/gdb-11.1.tar.xz	http://www.gnu.org/software/gdb/
gearboy	25435a844f283c2583370dc0720bef8910aad9b9	archive	present	sources/gearboy/gearboy-25435a844f283c2583370dc0720bef8910aad9b9.tar.gz	da9f5cd5d1eea2111cd76813dce6444322d9679d4c24529acbbc1e4add9e9512	da9f5cd5d1eea2111cd76813dce6444322d9679d4c24529acbbc1e4add9e9512	https://github.com/drhelius/Gearboy/archive/25435a844f283c2583370dc0720bef8910aad9b9.tar.gz	https://github.com/drhelius/Gearboy
gearcoleco	6cf0df47d9dcbbaf0110c3864f6cbaf603df41f7	archive	present	sources/gearcoleco/gearcoleco-6cf0df47d9dcbbaf0110c3864f6cbaf603df41f7.tar.gz	7918b813b74573e2d91c1d8ea511097897e1c5a3b429008ba48f50fd44630980	7918b813b74573e2d91c1d8ea511097897e1c5a3b429008ba48f50fd44630980	https://github.com/drhelius/Gearcoleco/archive/6cf0df47d9dcbbaf0110c3864f6cbaf603df41f7.tar.gz	https://github.com/drhelius/Gearcoleco
gearsystem	ea3488de67cf0db5e0db79ba95ffa4c8d6d3687a	git	present	sources/gearsystem/gearsystem-ea3488de67cf0db5e0db79ba95ffa4c8d6d3687a			https://github.com/drhelius/Gearsystem.git	https://github.com/drhelius/Gearsystem
genesis-plus-gx	86f701ba43953152d0db4e1cf548395ff7a57f1d	archive	present	sources/genesis-plus-gx/genesis-plus-gx-86f701ba43953152d0db4e1cf548395ff7a57f1d.tar.gz	c1b0f991e28b3c1034563692c2309f7ead9361dc752b18938f82514b62874795	c1b0f991e28b3c1034563692c2309f7ead9361dc752b18938f82514b62874795	https://github.com/libretro/Genesis-Plus-GX/archive/86f701ba43953152d0db4e1cf548395ff7a57f1d.tar.gz	https://github.com/libretro/Genesis-Plus-GX
genesis-plus-gx-wide	3c4dccdc2a60db50bb8c37090e3d3d2134a51295	archive	present	sources/genesis-plus-gx-wide/genesis-plus-gx-wide-3c4dccdc2a60db50bb8c37090e3d3d2134a51295.tar.gz	f07ac42cb0f6a959490f768cc4ca55b104800c4f205bf9e7fc9464358def88d0	f07ac42cb0f6a959490f768cc4ca55b104800c4f205bf9e7fc9464358def88d0	https://github.com/libretro/Genesis-Plus-GX-Wide/archive/3c4dccdc2a60db50bb8c37090e3d3d2134a51295.tar.gz	https://github.com/libretro/Genesis-Plus-GX-Wide
geolith	1ca863e1a10f40be3f3c4cccf22719c6a859d2b3	git	missing	sources/geolith/geolith-1ca863e1a10f40be3f3c4cccf22719c6a859d2b3			https://github.com/libretro/geolith-libretro.git	https://github.com/libretro/geolith-libretro
gettext	0.22.4	archive	present	sources/gettext/gettext-0.22.4.tar.xz	29217f1816ee2e777fa9a01f9956a14139c0c23cc1b20368f06b2888e8a34116	29217f1816ee2e777fa9a01f9956a14139c0c23cc1b20368f06b2888e8a34116	https://ftp.gnu.org/pub/gnu/gettext/gettext-0.22.4.tar.xz	https://www.gnu.org/s/gettext/
giflib	5.1.4	archive	missing	sources/giflib/giflib-5.1.4.tar.bz2	df27ec3ff24671f80b29e6ab1c4971059c14ac3db95406884fc26574631ba8d5		https://prdownloads.sourceforge.net/giflib/giflib-5.1.4.tar.bz2	http://giflib.sourceforge.net/
git	2.43.0	archive	present	sources/git/git-2.43.0.tar.gz	ed238f5c72a014f238cc49fe7df4c6883732a3881111b381c105e2c5be77302f	ed238f5c72a014f238cc49fe7df4c6883732a3881111b381c105e2c5be77302f	https://mirrors.edge.kernel.org/pub/software/scm/git/git-2.43.0.tar.gz	https://git-scm.com/
glew	2.1.0	archive	missing	sources/glew/glew-2.1.0.tgz	04de91e7e6763039bc11940095cd9c7f880baba82196a7765f727ac05a993c95		https://prdownloads.sourceforge.net/glew/glew/2.1.0/glew-2.1.0.tgz	http://glew.sourceforge.net/
glib	2.78.3	archive	present	sources/glib/glib-2.78.3.tar.xz	609801dd373796e515972bf95fc0b2daa44545481ee2f465c4f204d224b2bc21	609801dd373796e515972bf95fc0b2daa44545481ee2f465c4f204d224b2bc21	https://download.gnome.org/sources/glib/2.78/glib-2.78.3.tar.xz	https://www.gtk.org/
glibc	2.38	archive	present	sources/glibc/glibc-2.38.tar.xz	fb82998998b2b29965467bc1b69d152e9c307d2cf301c9eafb4555b770ef3fd2	fb82998998b2b29965467bc1b69d152e9c307d2cf301c9eafb4555b770ef3fd2	https://ftp.gnu.org/pub/gnu/glibc/glibc-2.38.tar.xz	https://www.gnu.org/software/libc/
glm	0.9.9.5	archive	present	sources/glm/glm-0.9.9.5.zip	4fe34860ce69156f63eea6c3d84c91cadfc330353cf275ff394aef4e163cafee	4fe34860ce69156f63eea6c3d84c91cadfc330353cf275ff394aef4e163cafee	https://github.com/g-truc/glm/releases/download/0.9.9.5/glm-0.9.9.5.zip	https://glm.g-truc.net/
glsl-shaders	52152d7949f7a5b9dd13d95fe7941b3852cb2dbe	archive	present	sources/glsl-shaders/glsl-shaders-52152d7949f7a5b9dd13d95fe7941b3852cb2dbe.tar.gz	a262404c56b030c88395e2ce4f1a4b0375f7602f45e580fa3485c4fd00f46ac2	a262404c56b030c88395e2ce4f1a4b0375f7602f45e580fa3485c4fd00f46ac2	https://github.com/libretro/glsl-shaders/archive/52152d7949f7a5b9dd13d95fe7941b3852cb2dbe.tar.gz	https://github.com/libretro/glsl-shaders
glu	9.0.0	archive	missing	sources/glu/glu-9.0.0.tar.gz	3d19cca9b26ec4048dd22e3d294acd43e080a3205a29ff47765bd514571ea8f9		http://cgit.freedesktop.org/mesa/glu/snapshot/glu-9.0.0.tar.gz	http://cgit.freedesktop.org/mesa/glu/
gmp	6.2.1	archive	present	sources/gmp/gmp-6.2.1.tar.xz	fd4829912cddd12f84181c3451cc752be224643e87fac497b69edddadc49b4f2	fd4829912cddd12f84181c3451cc752be224643e87fac497b69edddadc49b4f2	https://gmplib.org/download/gmp/gmp-6.2.1.tar.xz	http://gmplib.org/
gnulib	d271f868a8df9bbec29049d01e056481b7a1a263	archive	missing	sources/gnulib/gnulib-d271f868a8df9bbec29049d01e056481b7a1a263.tar.gz	4e23415ae2977ffca15e07419ceff3e9334d0369eafc9e7ae2578f8dd9a4839c		http://git.savannah.gnu.org/cgit/gnulib.git/snapshot/gnulib-d271f868a8df9bbec29049d01e056481b7a1a263.tar.gz	https://savannah.gnu.org/git/?group=gnulib
gnupg	1.4.23	archive	present	sources/gnupg/gnupg-1.4.23.tar.bz2	c9462f17e651b6507848c08c430c791287cd75491f8b5a8b50c6ed46b12678ba	c9462f17e651b6507848c08c430c791287cd75491f8b5a8b50c6ed46b12678ba	https://gnupg.org/ftp/gcrypt/gnupg/gnupg-1.4.23.tar.bz2	https://gnupg.org/ftp/gcrypt/gnupg
gnutls	3.7.3	archive	present	sources/gnutls/gnutls-3.7.3.tar.xz	fc59c43bc31ab20a6977ff083029277a31935b8355ce387b634fa433f8f6c49a	fc59c43bc31ab20a6977ff083029277a31935b8355ce387b634fa433f8f6c49a	https://www.gnupg.org/ftp/gcrypt/gnutls/v3.7/gnutls-3.7.3.tar.xz	https://gnutls.org
go	1.21.4	archive	present	sources/go/go-1.21.4.tar.gz		13b2395f666e77234d0731ec82c008a584ef0408ca32e52fe95b98f02f32db17	https://github.com/golang/go/archive/go1.21.4.tar.gz	https://golang.org
gpsp	4caf7a167d159866479ea94d6b2d13c26ceb3e72	archive	present	sources/gpsp/gpsp-4caf7a167d159866479ea94d6b2d13c26ceb3e72.tar.gz	2db09339f56490b5281112e183d1807da3236ae838862161b1c56057f9d7b1f0	2db09339f56490b5281112e183d1807da3236ae838862161b1c56057f9d7b1f0	https://github.com/libretro/gpsp/archive/4caf7a167d159866479ea94d6b2d13c26ceb3e72.tar.gz	https://github.com/libretro/gpsp
gptfdisk	1.0.4	archive	present	sources/gptfdisk/gptfdisk-1.0.4.tar.gz	b663391a6876f19a3cd901d862423a16e2b5ceaa2f4a3b9bb681e64b9c7ba78d	b663391a6876f19a3cd901d862423a16e2b5ceaa2f4a3b9bb681e64b9c7ba78d	https://downloads.sourceforge.net/project/gptfdisk/gptfdisk/1.0.4/gptfdisk-1.0.4.tar.gz	http://www.rodsbooks.com/gdisk/
gptokeyb	be8478deed8552293f5ae66cbcf415d23de9be0f	git	present	sources/gptokeyb/gptokeyb-be8478deed8552293f5ae66cbcf415d23de9be0f			https://github.com/EmuELEC/gptokeyb.git	https://github.com/EmuELEC/gptokeyb
gpu-aml	fe7a4d8	archive	missing	sources/gpu-aml/gpu-aml-fe7a4d8.tar.gz	518f855a2b191e50d09c2d0b3e671b5ed4b5e4db06aa3a718e29ef30cc0d9a57		https://github.com/khadas/android_hardware_arm_gpu/archive/fe7a4d8.tar.gz	http://openlinux.amlogic.com:8000/download/ARM/gpu/
gpu-aml-ng	be29f1f274e3798d3ab2d7c489e47f8de20e8cf3	archive	missing	sources/gpu-aml-ng/gpu-aml-ng-be29f1f274e3798d3ab2d7c489e47f8de20e8cf3.tar.gz	06ad5ca2ae39b032477e702169f2ad8b964b36a49d97c3055094943b12a7fa0c		https://github.com/khadas/android_hardware_arm_gpu/archive/be29f1f274e3798d3ab2d7c489e47f8de20e8cf3.tar.gz	https://coreelec.org
gpu-viv-bin-mx6q	3.10.17-1.0.2-hfp	archive	missing	sources/gpu-viv-bin-mx6q/gpu-viv-bin-mx6q-3.10.17-1.0.2-hfp.tar.xz	fcf5cc1c2507d77b6ecaef6defd63fbd604be5a765f86922530cb423a595a592		https://github.com/AmberELEC/AmberELEC/gpu-viv-bin-mx6q-3.10.17-1.0.2-hfp.tar.xz	http://www.freescale.com
grep	3.7	archive	present	sources/grep/grep-3.7.tar.xz	5c10da312460aec721984d5d83246d24520ec438dd48d7ab5a05dbc0d6d6823c	5c10da312460aec721984d5d83246d24520ec438dd48d7ab5a05dbc0d6d6823c	http://ftpmirror.gnu.org/grep/grep-3.7.tar.xz	http://www.gnu.org/software/grep/
grub	2.02	archive	missing	sources/grub/grub-2.02.tar.gz	4ff6999add483bf640e130bc076ca1464901b4677ee01297901b40fe55de03c4		http://git.savannah.gnu.org/cgit/grub.git/snapshot/grub-2.02.tar.gz	https://www.gnu.org/software/grub/index.html
gw-libretro	0ecff52b11c327af52b22ea94b268c90472b6732	archive	present	sources/gw-libretro/gw-libretro-0ecff52b11c327af52b22ea94b268c90472b6732.tar.gz	f017626d78cbb39911b8c4d9989cb250fdea146f8645a883f10f551e962de243	f017626d78cbb39911b8c4d9989cb250fdea146f8645a883f10f551e962de243	https://github.com/libretro/gw-libretro/archive/0ecff52b11c327af52b22ea94b268c90472b6732.tar.gz	https://github.com/libretro/gw-libretro
gzdoom	9d8bc90c34ca7c271dd480f2456b2ae65c33beda	file	present	extpackage/gzdoom-9d8bc90c34ca7c271dd480f2456b2ae65c33beda			file:///home/samu/repos/others/RetroPixel_Pocket/extpackage/gzdoom-9d8bc90c34ca7c271dd480f2456b2ae65c33beda	file:///home/samu/repos/others/RetroPixel_Pocket/extpackage/gzdoom-9d8bc90c34ca7c271dd480f2456b2ae65c33beda
gzip	1.10	archive	present	sources/gzip/gzip-1.10.tar.xz	8425ccac99872d544d4310305f915f5ea81e04d0f437ef1a230dc9d1c819d7c0	8425ccac99872d544d4310305f915f5ea81e04d0f437ef1a230dc9d1c819d7c0	https://ftp.gnu.org/gnu/gzip/gzip-1.10.tar.xz	https://ftp.gnu.org/gnu/gzip
handy	65d6b865544cd441ef2bd18cde7bd834c23d0e48	archive	present	sources/handy/handy-65d6b865544cd441ef2bd18cde7bd834c23d0e48.tar.gz	d244180c5f427afbbab58409f2d2e5247ffb0624bf33cf45b2488576d9467625	d244180c5f427afbbab58409f2d2e5247ffb0624bf33cf45b2488576d9467625	https://github.com/libretro/libretro-handy/archive/65d6b865544cd441ef2bd18cde7bd834c23d0e48.tar.gz	https://github.com/libretro/libretro-handy
harfbuzz	1.8.1	archive	present	sources/harfbuzz/harfbuzz-1.8.1.tar.bz2	fbed6392ddb085e45e6090a9f389f72926d0e355f4b0a2ef51d35cf21686df45	fbed6392ddb085e45e6090a9f389f72926d0e355f4b0a2ef51d35cf21686df45	https://www.freedesktop.org/software/harfbuzz/release/harfbuzz-1.8.1.tar.bz2	http://www.freedesktop.org/wiki/Software/HarfBuzz
hatari	a4c9eb0bb79e47a2870c12b04566c1f8d25e4bf3	archive	present	sources/hatari/hatari-a4c9eb0bb79e47a2870c12b04566c1f8d25e4bf3.tar.gz	aa7ed51717a45c604a4b85bc84f6101a9cb56798266dd6ed50eae62c263b324e	aa7ed51717a45c604a4b85bc84f6101a9cb56798266dd6ed50eae62c263b324e	https://github.com/libretro/hatari/archive/a4c9eb0bb79e47a2870c12b04566c1f8d25e4bf3.tar.gz	https://github.com/libretro/hatari
hatarisa	cc9fe8f356336f8b48d6fc4a73c49306af2865cd	archive	present	sources/hatarisa/hatarisa-cc9fe8f356336f8b48d6fc4a73c49306af2865cd.tar.gz	75d8380b617c01f457c631251ecc3679a859a10d35831abd369a18cc74d7b5bb	75d8380b617c01f457c631251ecc3679a859a10d35831abd369a18cc74d7b5bb	https://github.com/hatari/hatari/archive/cc9fe8f356336f8b48d6fc4a73c49306af2865cd.tar.gz	https://github.com/hatari/hatari
hd-idle	1.05	archive	present	sources/hd-idle/hd-idle-1.05.tgz	4efefe79d145b50e055582730d9d685e485da3df3dad90fef030036d52aa3a0c	4efefe79d145b50e055582730d9d685e485da3df3dad90fef030036d52aa3a0c	http://downloads.sourceforge.net/project/hd-idle/hd-idle-1.05.tgz	http://hd-idle.sourceforge.net/
hdparm	9.58	archive	present	sources/hdparm/hdparm-9.58.tar.gz	9ae78e883f3ce071d32ee0f1b9a2845a634fc4dd94a434e653fdbef551c5e10f	9ae78e883f3ce071d32ee0f1b9a2845a634fc4dd94a434e653fdbef551c5e10f	https://prdownloads.sourceforge.net/hdparm/hdparm/hdparm-9.58.tar.gz	http://sourceforge.net/projects/hdparm/
heimdal	f4faaeaba371fff3f8d1bc14389f5e6d70ca8e17	archive	present	sources/heimdal/heimdal-f4faaeaba371fff3f8d1bc14389f5e6d70ca8e17.tar.gz	2576c5e2d793db53c86e108fd117b278437bb02d6c6db2bec4d1b86958f1980a	2576c5e2d793db53c86e108fd117b278437bb02d6c6db2bec4d1b86958f1980a	https://github.com/heimdal/heimdal/archive/f4faaeaba371fff3f8d1bc14389f5e6d70ca8e17.tar.gz	http://www.h5l.org/
htop	3.0.0beta5	archive	present	sources/htop/htop-3.0.0beta5.tar.gz	c439add8d6a463699629fc3f0103f55b045d519c31611fa4a68629063238985a	c439add8d6a463699629fc3f0103f55b045d519c31611fa4a68629063238985a	https://github.com/hishamhm/htop/archive/3.0.0beta5.tar.gz	https://hisham.hm/htop
hydracastlelabyrinth	229369c222f8604530f5e06f795b4505ef21d439	archive	present	sources/hydracastlelabyrinth/hydracastlelabyrinth-229369c222f8604530f5e06f795b4505ef21d439.tar.gz	c56c7df8b2c582c747044841a89487f11516f7d0be2487826908e257b6496143	c56c7df8b2c582c747044841a89487f11516f7d0be2487826908e257b6496143	https://github.com/ptitSeb/hydracastlelabyrinth/archive/229369c222f8604530f5e06f795b4505ef21d439.tar.gz	https://github.com/ptitSeb/hydracastlelabyrinth
hypseus-singe	1a6fcd2b4fd771e4d1f1677fb5d636eb7cbe8946	file	present	extpackage/hypseus-singe-1a6fcd2b4fd771e4d1f1677fb5d636eb7cbe8946			file:///home/samu/repos/others/RetroPixel_Pocket/extpackage/hypseus-singe-1a6fcd2b4fd771e4d1f1677fb5d636eb7cbe8946	file:///home/samu/repos/others/RetroPixel_Pocket/extpackage/hypseus-singe-1a6fcd2b4fd771e4d1f1677fb5d636eb7cbe8946
icu	68.1	archive	present	sources/icu/icu-68.1.tgz	a9f2e3d8b4434b8e53878b4308bd1e6ee51c9c7042e2b1a376abefb6fbb29f2d	a9f2e3d8b4434b8e53878b4308bd1e6ee51c9c7042e2b1a376abefb6fbb29f2d	https://github.com/unicode-org/icu/releases/download/release-68-1/icu4c-68_1-src.tgz	http://www.icu-project.org
imagemagick	7.1.1-29	archive	present	sources/imagemagick/imagemagick-7.1.1-29.tar.gz		27bd25f945efdd7e38f6f9845a7c0a391fdb732f652dda140b743769c5f106e8	https://github.com/ImageMagick/ImageMagick/archive/7.1.1-29.tar.gz	http://www.imagemagick.org/
initramfs		file	present	extpackage/initramfs			file:///home/samu/repos/others/RetroPixel_Pocket/extpackage/initramfs	file:///home/samu/repos/others/RetroPixel_Pocket/extpackage/initramfs
inject_bl301	6af46f6a7defbbba360a6bbcd5db2b11925f7315	archive	missing	sources/inject_bl301/inject_bl301-6af46f6a7defbbba360a6bbcd5db2b11925f7315.tar.xz	bb02545eb80c0a1372f91990cb21572b201251d47523c9f4424fea72a16426ab		https://sources.coreelec.org/inject_bl301-6af46f6a7defbbba360a6bbcd5db2b11925f7315.tar.xz	https://coreelec.org
intel-ucode	20190514	archive	missing	sources/intel-ucode/intel-ucode-20190514.tar.gz	553858de4315d267d1f259d1146db028eec5112a797379a7a83f5c8a22e626b3		https://github.com/intel/Intel-Linux-Processor-Microcode-Data-Files/archive/microcode-20190514.tar.gz	https://downloadcenter.intel.com/search?keyword=linux+microcode
